word,times,first_date,last_date,first_president,last_president
reannexation,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
reap,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
reaped,1,2017-01-20,2017-01-20,Donald J. Trump,Donald J. Trump
reappear,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
rear,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
reared,4,1817-03-04,1921-03-04,James Monroe,Warren G. Harding
rearranged,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
reason,19,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
reasonable,13,1801-03-04,2017-01-20,Thomas Jefferson,Donald J. Trump
reasonably,3,1865-03-04,1897-03-04,Abraham Lincoln,William McKinley
reasoned,2,1857-03-04,2013-01-21,James Buchanan,Barack Obama
reasoning,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
reasons,6,1837-03-04,1937-01-20,Martin van Buren,Franklin D. Roosevelt
reasserted,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
reassurance,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
reassuring,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
reawaken,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
rebellion,3,1865-04-17,1901-03-04,Andrew Johnson,William McKinley
reborn,3,1985-01-21,1993-01-20,Ronald Reagan,William J. Clinton
rebuild,2,2017-01-20,2021-01-20,Donald J. Trump,Joseph R. Biden
rebuilding,3,1969-01-20,2017-01-20,Richard Nixon,Donald J. Trump
rebuilds,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
rebuilt,1,1869-03-04,1869-03-04,Ulysses S. Grant,Ulysses S. Grant
recall,6,1889-03-04,2013-01-21,Benjamin Harrison,Barack Obama
recanted,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
receding,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
receipts,3,1897-03-04,1909-03-04,William McKinley,William Howard Taft
receive,13,1825-03-04,1957-01-21,John Quincy Adams,Dwight D. Eisenhower
received,10,1789-04-30,1929-03-04,George Washington,Herbert Hoover
receiving,2,1837-03-04,1957-01-21,Martin van Buren,Dwight D. Eisenhower
recent,17,1821-03-04,2021-01-20,James Monroe,Joseph R. Biden
recently,7,1853-03-04,1925-03-04,Franklin Pierce,Calvin Coolidge
reciprocal,2,1837-03-04,1901-03-04,Martin van Buren,William McKinley
reciprocated,1,1821-03-04,1821-03-04,James Monroe,James Monroe
reciprocity,2,1853-03-04,1897-03-04,Franklin Pierce,William McKinley
recital,1,1901-03-04,1901-03-04,William McKinley,William McKinley
recited,2,1821-03-04,2013-01-21,James Monroe,Barack Obama
reckless,4,1837-03-04,1901-03-04,Martin van Buren,William McKinley
reckoning,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
reclaim,2,1997-01-20,2001-01-20,William J. Clinton,George W. Bush
reclaiming,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
reclamation,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
recognition,7,1885-03-04,2009-01-20,Grover Cleveland,Barack Obama
recognitions,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
recognize,12,1837-03-04,2013-01-21,Martin van Buren,Barack Obama
recognized,11,1817-03-04,1977-01-20,James Monroe,Jimmy Carter
recognizes,2,1877-03-05,1921-03-04,Rutherford B. Hayes,Warren G. Harding
recognizing,3,1877-03-05,1953-01-20,Rutherford B. Hayes,Dwight D. Eisenhower
recoil,1,1813-03-04,1813-03-04,James Madison,James Madison
recoiled,1,1813-03-04,1813-03-04,James Madison,James Madison
recollect,1,1821-03-04,1821-03-04,James Monroe,James Monroe
recollected,1,1821-03-04,1821-03-04,James Monroe,James Monroe
recollection,1,1797-03-04,1797-03-04,John Adams,John Adams
recommend,11,1789-04-30,1933-03-04,George Washington,Franklin D. Roosevelt
recommendation,5,1789-04-30,1909-03-04,George Washington,William Howard Taft
recommendations,6,1789-04-30,1929-03-04,George Washington,Herbert Hoover
recommended,7,1797-03-04,1921-03-04,John Adams,Warren G. Harding
recommending,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
recommends,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
recompensed,1,1817-03-04,1817-03-04,James Monroe,James Monroe
reconciled,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
reconciliation,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
reconciling,1,1833-03-04,1833-03-04,Andrew Jackson,Andrew Jackson
reconnecting,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
reconsecrate,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
reconsider,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
reconsideration,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
reconstruction,3,1901-03-04,1929-03-04,William McKinley,Herbert Hoover
record,6,1841-03-04,1997-01-20,William Henry Harrison,William J. Clinton
recorded,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
records,1,1813-03-04,1813-03-04,James Madison,James Madison
recourse,3,1805-03-04,1985-01-21,Thomas Jefferson,Ronald Reagan
recover,2,1889-03-04,2001-01-20,Benjamin Harrison,George W. Bush
recovered,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
recovering,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
recovery,4,1929-03-04,2013-01-21,Herbert Hoover,Barack Obama
recreation,2,1929-03-04,1937-01-20,Herbert Hoover,Franklin D. Roosevelt
recriminations,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
recruiting,1,1933-03-04,1933-03-04,Franklin D. Roosevelt,Franklin D. Roosevelt
rectification,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
rectified,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
rectify,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
rectitude,1,1789-04-30,1789-04-30,George Washington,George Washington
recur,3,1821-03-04,1909-03-04,James Monroe,William Howard Taft
recurred,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
recurrence,3,1821-03-04,1909-03-04,James Monroe,William Howard Taft
recurring,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
red,3,1821-03-04,2021-01-20,James Monroe,Joseph R. Biden
rededicate,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
redeem,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
redemption,6,1805-03-04,1909-03-04,Thomas Jefferson,William Howard Taft
rediscover,2,1941-01-20,2017-01-20,Franklin D. Roosevelt,Donald J. Trump
rediscovered,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
redistributed,1,2017-01-20,2017-01-20,Donald J. Trump,Donald J. Trump
redistribution,2,1929-03-04,1933-03-04,Herbert Hoover,Franklin D. Roosevelt
redounds,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
redress,2,1821-03-04,1837-03-04,James Monroe,Martin van Buren
reduce,11,1825-03-04,2013-01-21,John Quincy Adams,Barack Obama
reduced,7,1805-03-04,1985-01-21,Thomas Jefferson,Ronald Reagan
reduces,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
reducing,4,1809-03-04,1985-01-21,James Madison,Ronald Reagan
reduction,5,1889-03-04,1953-01-20,Benjamin Harrison,Dwight D. Eisenhower
reductions,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
reelected,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
reelection,3,1821-03-04,1877-03-05,James Monroe,Rutherford B. Hayes
reenforced,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
reestablish,2,1841-04-09,1929-03-04,John Tyler,Herbert Hoover
reestablished,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
reestablishment,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
refer,5,1789-04-30,1909-03-04,George Washington,William Howard Taft
reference,8,1837-03-04,1909-03-04,Martin van Buren,William Howard Taft
referendum,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
referred,3,1841-03-04,1877-03-05,William Henry Harrison,Rutherford B. Hayes
referring,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
refinements,2,1921-03-04,1925-03-04,Warren G. Harding,Calvin Coolidge
reflect,9,1801-03-04,2005-01-20,Thomas Jefferson,George W. Bush
reflected,3,1797-03-04,1925-03-04,John Adams,Calvin Coolidge
reflecting,4,1797-03-04,1981-01-20,John Adams,Ronald Reagan
reflection,6,1797-03-04,1869-03-04,John Adams,Ulysses S. Grant
reflections,1,1789-04-30,1789-04-30,George Washington,George Washington
reflects,3,1817-03-04,1989-01-20,James Monroe,George Bush
reflex,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
reform,13,1841-04-09,2013-01-21,John Tyler,Barack Obama
reformation,3,1801-03-04,1873-03-04,Thomas Jefferson,Ulysses S. Grant
reformations,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
reformed,2,1829-03-04,1997-01-20,Andrew Jackson,William J. Clinton
reformers,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
reforming,2,1805-03-04,2005-01-20,Thomas Jefferson,George W. Bush
reforms,5,1897-03-04,2001-01-20,William McKinley,George W. Bush
refrain,2,1837-03-04,1905-03-04,Martin van Buren,Theodore Roosevelt
refresh,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
refreshed,2,1913-03-04,1989-01-20,Woodrow Wilson,George Bush
refuge,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
refunding,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
refusal,2,1857-03-04,1893-03-04,James Buchanan,Grover Cleveland
refuse,2,1845-03-04,1861-03-04,James K. Polk,Abraham Lincoln
refused,3,1813-03-04,2009-01-20,James Madison,Barack Obama
refuses,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
refusing,3,1841-03-04,2017-01-20,William Henry Harrison,Donald J. Trump
regain,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
regaining,2,1813-03-04,1997-01-20,James Madison,William J. Clinton
regard,24,1789-04-30,2009-01-20,George Washington,Barack Obama
regarded,5,1805-03-04,1877-03-05,Thomas Jefferson,Rutherford B. Hayes
regarding,2,1821-03-04,1837-03-04,James Monroe,Martin van Buren
regardless,2,1853-03-04,1953-01-20,Franklin Pierce,Dwight D. Eisenhower
regards,2,1841-03-04,1905-03-04,William Henry Harrison,Theodore Roosevelt
regime,1,1949-01-20,1949-01-20,Harry S. Truman,Harry S. Truman
regimes,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
region,3,1837-03-04,1977-01-20,Martin van Buren,Jimmy Carter
regional,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
regions,5,1805-03-04,2005-01-20,Thomas Jefferson,George W. Bush
registered,4,1861-03-04,1933-03-04,Abraham Lincoln,Franklin D. Roosevelt
regret,4,1841-03-04,1921-03-04,William Henry Harrison,Warren G. Harding
regretted,2,1805-03-04,1841-04-09,Thomas Jefferson,John Tyler
regular,7,1797-03-04,1909-03-04,John Adams,William Howard Taft
regularity,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
regularly,1,1817-03-04,1817-03-04,James Monroe,James Monroe
regulars,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
regulate,5,1801-03-04,1929-03-04,Thomas Jefferson,Herbert Hoover
regulated,5,1797-03-04,1881-03-04,John Adams,James A. Garfield
regulates,1,1809-03-04,1809-03-04,James Madison,James Madison
regulating,2,1821-03-04,1873-03-04,James Monroe,Ulysses S. Grant
regulation,4,1821-03-04,1929-03-04,James Monroe,Herbert Hoover
regulations,2,1797-03-04,1829-03-04,John Adams,Andrew Jackson
rehabilitated,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
rehabilitation,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
rehnquist,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
reign,5,1841-03-04,2005-01-20,William Henry Harrison,George W. Bush
reinforce,1,2017-01-20,2017-01-20,Donald J. Trump,Donald J. Trump
reins,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
reinstate,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
reinvent,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
reinvention,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
reiterate,3,1845-03-04,1909-03-04,James K. Polk,William Howard Taft
reject,11,1841-03-04,2021-01-20,William Henry Harrison,Joseph R. Biden
rejected,5,1853-03-04,1933-03-04,Franklin Pierce,Franklin D. Roosevelt
rejecting,2,1861-03-04,1885-03-04,Abraham Lincoln,Grover Cleveland
rejection,1,1797-03-04,1797-03-04,John Adams,John Adams
rejects,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
rejoice,5,1845-03-04,1993-01-20,James K. Polk,William J. Clinton
rejoices,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
rejoicing,4,1877-03-05,1965-01-20,Rutherford B. Hayes,Lyndon B. Johnson
rekindle,1,1965-01-20,1965-01-20,Lyndon B. Johnson,Lyndon B. Johnson
rekindling,1,1977-01-20,1977-01-20,Jimmy Carter,Jimmy Carter
relate,2,1837-03-04,1841-03-04,Martin van Buren,William Henry Harrison
related,2,1893-03-04,1949-01-20,Grover Cleveland,Harry S. Truman
relates,2,1817-03-04,1821-03-04,James Monroe,James Monroe
relation,7,1825-03-04,1929-03-04,John Quincy Adams,Herbert Hoover
relations,28,1797-03-04,2005-01-20,John Adams,George W. Bush
relationship,3,1921-03-04,1989-01-20,Warren G. Harding,George Bush
relationships,3,1921-03-04,1973-01-20,Warren G. Harding,Richard Nixon
relative,5,1837-03-04,2009-01-20,Martin van Buren,Barack Obama
relaxation,1,1817-03-04,1817-03-04,James Monroe,James Monroe
relaxed,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
relearned,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
released,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
reliable,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
reliance,9,1801-03-04,1897-03-04,Thomas Jefferson,William McKinley
relied,2,1841-03-04,1949-01-20,William Henry Harrison,Harry S. Truman
relief,12,1821-03-04,1949-01-20,James Monroe,Harry S. Truman
relies,2,2005-01-20,2009-01-20,George W. Bush,Barack Obama
relieve,7,1801-03-04,1949-01-20,Thomas Jefferson,Harry S. Truman
religion,14,1797-03-04,1977-01-20,John Adams,Jimmy Carter
religious,14,1801-03-04,1997-01-20,Thomas Jefferson,William J. Clinton
religiously,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
relinquished,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
reluctance,3,1813-03-04,1981-01-20,James Madison,Ronald Reagan
reluctant,1,1989-01-20,1989-01-20,George Bush,George Bush
reluctantly,2,1837-03-04,1981-01-20,Martin van Buren,Ronald Reagan
rely,8,1801-03-04,2005-01-20,Thomas Jefferson,George W. Bush
relying,8,1797-03-04,1925-03-04,John Adams,Calvin Coolidge
remain,21,1789-04-30,2013-01-21,George Washington,Barack Obama
remainder,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
remained,4,1797-03-04,2009-01-20,John Adams,Barack Obama
remaining,5,1805-03-04,1969-01-20,Thomas Jefferson,Richard Nixon
remains,15,1805-03-04,2009-01-20,Thomas Jefferson,Barack Obama
remake,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
remaking,2,1993-01-20,2009-01-20,William J. Clinton,Barack Obama
remark,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
remarkable,4,1881-03-04,1997-01-20,James A. Garfield,William J. Clinton
remarkably,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
remarked,1,1821-03-04,1821-03-04,James Monroe,James Monroe
remarks,3,1841-03-04,1877-03-05,William Henry Harrison,Rutherford B. Hayes
remedial,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
remedied,3,1821-03-04,1909-03-04,James Monroe,William Howard Taft
remedies,8,1801-03-04,1929-03-04,Thomas Jefferson,Herbert Hoover
remediless,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
remedy,9,1817-03-04,1929-03-04,James Monroe,Herbert Hoover
remember,19,1845-03-04,2021-01-20,James K. Polk,Joseph R. Biden
remembered,6,1853-03-04,2017-01-20,Franklin Pierce,Donald J. Trump
remembering,6,1809-03-04,1961-01-20,James Madison,John F. Kennedy
remembrance,3,1789-04-30,2009-01-20,George Washington,Barack Obama
remind,3,1801-03-04,1893-03-04,Thomas Jefferson,Grover Cleveland
reminded,3,1877-03-05,2009-01-20,Rutherford B. Hayes,Barack Obama
reminds,1,1965-01-20,1965-01-20,Lyndon B. Johnson,Lyndon B. Johnson
remnant,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
remote,3,1797-03-04,1857-03-04,John Adams,James Buchanan
remotely,1,1821-03-04,1821-03-04,James Monroe,James Monroe
remotest,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
removable,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
removal,3,1841-03-04,1901-03-04,William Henry Harrison,William McKinley
removals,3,1841-04-09,1889-03-04,John Tyler,Benjamin Harrison
remove,9,1797-03-04,1953-01-20,John Adams,Dwight D. Eisenhower
removed,8,1825-03-04,1953-01-20,John Quincy Adams,Dwight D. Eisenhower
removing,4,1841-04-09,1981-01-20,John Tyler,Ronald Reagan
remunerating,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
remuneration,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
rend,1,1865-03-04,1865-03-04,Abraham Lincoln,Abraham Lincoln
render,7,1813-03-04,1985-01-21,James Madison,Ronald Reagan
rendered,6,1789-04-30,1921-03-04,George Washington,Warren G. Harding
rendering,1,1817-03-04,1817-03-04,James Monroe,James Monroe
renders,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
renew,12,1849-03-05,2013-01-21,Zachary Taylor,Barack Obama
renewal,6,1913-03-04,2021-01-20,Woodrow Wilson,Joseph R. Biden
renewed,13,1813-03-04,2005-01-20,James Madison,George W. Bush
renewing,2,1841-03-04,1913-03-04,William Henry Harrison,Woodrow Wilson
renounce,1,1789-04-30,1789-04-30,George Washington,George Washington
renounced,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
renown,2,1837-03-04,1841-04-09,Martin van Buren,John Tyler
renunciation,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
reopen,1,1965-01-20,1965-01-20,Lyndon B. Johnson,Lyndon B. Johnson
reorganization,2,1909-03-04,1929-03-04,William Howard Taft,Herbert Hoover
reorganize,1,1933-03-04,1933-03-04,Franklin D. Roosevelt,Franklin D. Roosevelt
repair,5,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
repaired,1,1789-04-30,1789-04-30,George Washington,George Washington
repairers,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
reparation,1,1797-03-04,1797-03-04,John Adams,John Adams
repartition,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
repay,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
repeal,4,1821-03-04,1929-03-04,James Monroe,Herbert Hoover
repealed,4,1821-03-04,1909-03-04,James Monroe,William Howard Taft
repeat,6,1841-03-04,1985-01-21,William Henry Harrison,Ronald Reagan
repeated,5,1813-03-04,1989-01-20,James Madison,George Bush
repeatedly,1,1797-03-04,1797-03-04,John Adams,John Adams
repeating,1,1813-03-04,1813-03-04,James Madison,James Madison
repel,2,1821-03-04,1857-03-04,James Monroe,James Buchanan
repelled,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
repelling,1,1885-03-04,1885-03-04,Grover Cleveland,Grover Cleveland
replace,6,1805-03-04,2013-01-21,Thomas Jefferson,Barack Obama
replaced,1,1961-01-20,1961-01-20,John F. Kennedy,John F. Kennedy
replete,2,1841-04-09,1853-03-04,John Tyler,Franklin Pierce
reply,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
report,3,1821-03-04,1909-03-04,James Monroe,William Howard Taft
reported,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
reports,2,1901-03-04,1909-03-04,William McKinley,William Howard Taft
repose,6,1809-03-04,2005-01-20,James Madison,George W. Bush
reposed,5,1793-03-04,1933-03-04,George Washington,Franklin D. Roosevelt
reposes,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
represent,3,1893-03-04,2013-01-21,Grover Cleveland,Barack Obama
representation,2,1837-03-04,1925-03-04,Martin van Buren,Calvin Coolidge
representations,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
representative,7,1801-03-04,1985-01-21,Thomas Jefferson,Ronald Reagan
representatives,14,1789-04-30,1925-03-04,George Washington,Calvin Coolidge
represented,2,1797-03-04,1821-03-04,John Adams,James Monroe
representing,2,1809-03-04,1873-03-04,James Madison,Ulysses S. Grant
represents,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
repressed,1,1885-03-04,1885-03-04,Grover Cleveland,Grover Cleveland
repression,1,2005-01-20,2005-01-20,George W. Bush,George W. Bush
reproach,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
republic,27,1809-03-04,2021-01-20,James Madison,Joseph R. Biden
republican,16,1789-04-30,1941-01-20,George Washington,Franklin D. Roosevelt
republicanism,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
republicans,4,1801-03-04,1985-01-21,Thomas Jefferson,Ronald Reagan
republics,10,1801-03-04,1961-01-20,Thomas Jefferson,John F. Kennedy
repudiation,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
repudiator,1,1869-03-04,1869-03-04,Ulysses S. Grant,Ulysses S. Grant
repugnant,3,1841-03-04,1929-03-04,William Henry Harrison,Herbert Hoover
reputation,3,1801-03-04,1877-03-05,Thomas Jefferson,Rutherford B. Hayes
request,3,1865-04-17,1961-01-20,Andrew Johnson,John F. Kennedy
require,23,1789-04-30,2013-01-21,George Washington,Barack Obama
required,18,1789-04-30,2009-01-20,George Washington,Barack Obama
requirement,3,1889-03-04,2005-01-20,Benjamin Harrison,George W. Bush
requirements,3,1853-03-04,1925-03-04,Franklin Pierce,Calvin Coolidge
requires,15,1793-03-04,2021-01-20,George Washington,Joseph R. Biden
requiring,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
requisite,6,1809-03-04,1861-03-04,James Madison,Abraham Lincoln
requisites,2,1901-03-04,1953-01-20,William McKinley,Dwight D. Eisenhower
rescind,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
research,3,1877-03-05,2013-01-21,Rutherford B. Hayes,Barack Obama
researches,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
resemble,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
resentment,2,2005-01-20,2021-01-20,George W. Bush,Joseph R. Biden
resentments,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
reservation,1,1869-03-04,1869-03-04,Ulysses S. Grant,Ulysses S. Grant
reservations,3,1861-03-04,1929-03-04,Abraham Lincoln,Herbert Hoover
reserve,2,1857-03-04,1897-03-04,James Buchanan,William McKinley
reserved,11,1805-03-04,2013-01-21,Thomas Jefferson,Barack Obama
reservoir,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
resheathed,1,1813-03-04,1813-03-04,James Madison,James Madison
residence,1,1797-03-04,1797-03-04,John Adams,John Adams
resident,2,1857-03-04,1861-03-04,James Buchanan,Abraham Lincoln
residents,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
residing,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
residue,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
resigned,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
resilience,2,2013-01-21,2021-01-20,Barack Obama,Joseph R. Biden
resist,8,1797-03-04,2013-01-21,John Adams,Barack Obama
resistance,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
resisted,2,1817-03-04,1881-03-04,James Monroe,James A. Garfield
resolutely,3,1881-03-04,1933-03-04,James A. Garfield,Franklin D. Roosevelt
resolution,7,1789-04-30,1921-03-04,George Washington,Warren G. Harding
resolve,13,1805-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
resolved,6,1821-03-04,2013-01-21,James Monroe,Barack Obama
resolve—of,1,1945-01-20,1945-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
resort,8,1813-03-04,1921-03-04,James Madison,Warren G. Harding
resorted,5,1821-03-04,1985-01-21,James Monroe,Ronald Reagan
resorting,2,1789-04-30,1897-03-04,George Washington,William McKinley
resounding,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
resource,7,1809-03-04,1989-01-20,James Madison,George Bush
resources,30,1797-03-04,2009-01-20,John Adams,Barack Obama
respect,24,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
respectable,3,1797-03-04,1909-03-04,John Adams,William Howard Taft
respected,7,1841-03-04,1957-01-21,William Henry Harrison,Dwight D. Eisenhower
respectful,2,1797-03-04,1825-03-04,John Adams,John Quincy Adams
respectfully,1,1897-03-04,1897-03-04,William McKinley,William McKinley
respecting,5,1821-03-04,1957-01-21,James Monroe,Dwight D. Eisenhower
respective,11,1817-03-04,1897-03-04,James Monroe,William McKinley
respectively,3,1817-03-04,1845-03-04,James Monroe,James K. Polk
respects,7,1817-03-04,1973-01-20,James Monroe,Richard Nixon
respite,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
respond,3,1925-03-04,2013-01-21,Calvin Coolidge,Barack Obama
responded,2,1865-04-17,1925-03-04,Andrew Johnson,Calvin Coolidge
response,2,1925-03-04,2005-01-20,Calvin Coolidge,George W. Bush
responses,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
responsibilities,20,1841-04-09,2021-01-20,John Tyler,Joseph R. Biden
responsibility,32,1809-03-04,2021-01-20,James Madison,Joseph R. Biden
responsible,15,1817-03-04,2001-01-20,James Monroe,George W. Bush
responsibly,3,1973-01-20,2013-01-21,Richard Nixon,Barack Obama
rest,16,1833-03-04,2021-01-20,Andrew Jackson,Joseph R. Biden
restated,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
restaurant,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
rested,1,1941-01-20,1941-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
resting,5,1873-03-04,1965-01-20,Ulysses S. Grant,Lyndon B. Johnson
restless,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
restlessness,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
restoration,8,1841-04-09,1933-03-04,John Tyler,Franklin D. Roosevelt
restore,14,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
restored,8,1869-03-04,1985-01-21,Ulysses S. Grant,Ronald Reagan
restores,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
restoring,4,1877-03-05,1985-01-21,Rutherford B. Hayes,Ronald Reagan
